Unnamed: 0,id,author_id,text,is_retweet,content
0,1656001966512930816,34743251,Targeting Wednesday May 10 at 109 pm PT for a Falcon 9 launch of 51 satellites to lowEarth orbit from SLC4E in California  ,False,"Targeting Wednesday, May 10 at 1:09 p.m. PT for a Falcon 9 launch of 51 @Starlink satellites to low-Earth orbit from SLC-4E in California → https://t.co/bJFjLCiTbK"
1,1655977124669562881,34743251, First passenger rail service in the world to adopt Starlink  ,True,RT @Starlink: First passenger rail service in the world to adopt Starlink! 🛰️🚆 https://t.co/rVaVgzMRiL
2,1654822381486223362,34743251, The Crew Dragon Endeavour redocked to its new port and completed its relocation maneuver at 801am ET today ,True,RT @Space_Station: The @SpaceX Crew Dragon Endeavour redocked to its new port and completed its relocation maneuver at 8:01am ET today. https://t.co/Prt6YQWXp3
3,1654818951829020674,34743251,Docking confirmed,False,Docking confirmed!
4,1654818082504994816,34743251,Dragon is go for docking ,False,Dragon is go for docking https://t.co/P4ExAEDOAw
5,1654807871740334081,34743251,Crew is suited hatch is closed and Dragon is ready to relocate on the ,False,"Crew is suited, hatch is closed, and Dragon is ready to relocate on the @space_station https://t.co/1UCKXJKOJm"
6,1654803683790696449,34743251, Live Now The Crew6 astronauts are relocating their Dragon spacecraft to a new docking port on the ahead of a cargo resupply mission Undocking is scheduled for 710am ET 1110 UTC with redocking targeted for 753am 1153 UTC ,True,"RT @NASA: Live Now: The #Crew6 astronauts are relocating their @SpaceX Dragon spacecraft to a new docking port on the @Space_Station ahead of a cargo resupply mission. Undocking is scheduled for 7:10am ET (1110 UTC), with redocking targeted for 7:53am (1153 UTC). https://t.co/fQlTDFNKAr"
7,1654675556775108608,34743251, Thank you to our 15M customers around the world  ,True,RT @Starlink: Thank you to our 1.5M+ customers around the world! 🛰️🌎❤️ https://t.co/SDEyQ3RB5i
8,1654604296724570112,34743251, Launch Update amp are targeting no earlier than 537 pm EDT Sunday May 21 for launch of Axiom Mission 2 to the 12,True,"RT @NASASpaceOps: Launch Update: @NASA, @Axiom_Space, &amp; @SpaceX are targeting no earlier than 5:37 p.m. EDT Sunday, May 21, for launch of Axiom Mission 2 to the @Space_Station. (1/2)"
9,1654599113995067392,34743251, Join us tomorrow from the With Crew6 aboard Dragon Endeavour spacecraft is undocking and moving to a new port to make room for an upcoming cargo launch Watch here and at  starting at 7am ET 1100 UTC on Saturday May 6 ,True,"RT @NASA: Join us tomorrow from the @Space_Station!

With #Crew6 aboard, @SpaceX's Dragon Endeavour spacecraft is undocking and moving to a new port to make room for an upcoming cargo launch. Watch here and at https://t.co/z1RgZwQkWS starting at 7am ET (1100 UTC) on Saturday, May 6. https://t.co/rvsKEYO6BI"
10,1654196524589670400,34743251, Starlink Maritime is available for boats of all sizes not just autonomous spaceport droneships   ,True,"RT @Starlink: Starlink Maritime is available for boats of all sizes, not just autonomous spaceport droneships → https://t.co/e2qjitSppO https://t.co/aimLAkd7pB"
11,1654042318079668225,34743251,Deployment of 56 Starlink satellites confirmed,False,Deployment of 56 Starlink satellites confirmed
12,1654028081726910464,34743251,Falcon 9s first stage has landed on the A Shortfall of Gravitas droneship ,False,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/EutLNuLDDe
13,1654026003747049474,34743251,Liftoff ,False,Liftoff! https://t.co/oqX5Gclmwe
14,1654024362926931969,34743251,Watch Falcon 9 launch 56 Starlink satellites to orbit   ,False,Watch Falcon 9 launch 56 Starlink satellites to orbit → https://t.co/SpsRVRsvz1 https://t.co/P40m7A8Kmc
15,1653558067827732480,34743251, and are working together to identify the best available opportunity to launch the Axiom Mission 2 to the we are no longer targeting opportunities in early May More information on the updated target launch date will be shared soon  ,True,"RT @Space_Station: .@NASA, @Axiom_Space, and @SpaceX are working together to identify the best available opportunity to launch the Axiom Mission 2 to the @Space_Station; we are no longer targeting opportunities in early May. More information on the updated target launch date will be shared soon. https://t.co/wQXDlVjWqH https://t.co/C3npW3ix5G"
16,1653509582046769156,34743251,Fairing reentry on the ViaSat3 mission was the hottest and fastest weve ever attempted  The fairings reentered the atmosphere greater than 15x the speed of sound creating a large trail of plasma in its wake ,False,"Fairing reentry on the ViaSat-3 mission was the hottest and fastest we've ever attempted.  The fairings re-entered the atmosphere greater than 15x the speed of sound, creating a large trail of plasma in its wake https://t.co/VgdlH6r3yR"
17,1653452191670358016,34743251,Targeting Thursday May 4 at 334 am ET for Falcon 9s launch of 56 Starlink satellites to lowEarth orbit from SLC40 in Florida  ,False,"Targeting Thursday, May 4 at 3:34 a.m. ET for Falcon 9’s launch of 56 Starlink satellites to low-Earth orbit from SLC-40 in Florida → https://t.co/SpsRVRsvz1"
18,1653418412918579203,34743251,This was the first time flightproven fairings supported a Falcon Heavy mission and it was the farthest downrange landing and recovery of fairings todate at 1200 miles  nearly a third of the way to Africa,False,"This was the first time flight-proven fairings supported a Falcon Heavy mission, and it was the farthest downrange landing and recovery of fairings to-date at 1,200+ miles – nearly a third of the way to Africa!"
19,1653418134068662272,34743251,Stage separation at sunset followed by second stage engine startup and payload fairing deploy ,False,"Stage separation at sunset, followed by second stage engine startup, and payload fairing deploy https://t.co/QOecwdHx4s"
20,1653185350158753799,34743251,Falcon Heavys 27 Merlin engines together generate more than 5 million pounds of thrust at liftoff ,False,Falcon Heavy’s 27 Merlin engines together generate more than 5 million pounds of thrust at liftoff https://t.co/ybXHSnUSnP
21,1653173154221797376,34743251, This weekend our Crew6 astronauts are taking their Dragon out for a spin Tune in at 7am ET 1100 UTC on Saturday May 6 as they move the Dragon Endeavour spacecraft to a new port on the ,True,"RT @NASA: This weekend, our #Crew6 astronauts are taking their Dragon out for a spin. Tune in at 7am ET (1100 UTC) on Saturday, May 6, as they move the Dragon Endeavour spacecraft to a new port on the @Space_Station: https://t.co/2g8Juligsn https://t.co/puDNleOO9P"
22,1653034898196955136,34743251,Falcon Heavy launches ViaSat3 Americas mission to orbit ,False,Falcon Heavy launches @ViasatInc’s ViaSat-3 Americas mission to orbit https://t.co/H87z3rmuBp
23,1653023824344907784,34743251, Falcon Heavy ,True,RT @elonmusk: Falcon Heavy https://t.co/g6Ix8RLgVS
24,1652903949983440899,34743251,Deployment of first MicroGEO satellite confirmed,False,@ViasatInc Deployment of @Astranis's first MicroGEO satellite confirmed
25,1652902317493194753,34743251,Deployment of Gravity Spaces GS1 confirmed,False,@ViasatInc Deployment of Gravity Space’s GS-1 confirmed
26,1652900422980636674,34743251,Deployment of ViaSat3 Americas confirmed,False,Deployment of @ViasatInc’s ViaSat-3 Americas confirmed
27,1652833275998765057,34743251,First payload deployment expected in 45 hours,False,First payload deployment expected in ~4.5 hours
